"COUNTRY","PRODUCTION_INDEX","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"United Kingdom","Industrial Production","Index","Monthly","1962-M08","42.47262555674049","Units"
"United Kingdom","Industrial Production","Index","Monthly","1962-M09","52.54364550316411","Units"
"United Kingdom","Industrial Production","Index","Monthly","1962-M10","52.10779104876088","Units"
"United Kingdom","Industrial Production","Index","Monthly","1962-M11","52.97949995756734","Units"
"United Kingdom","Industrial Production","Index","Monthly","1962-M12","49.03826286987853","Units"
"United Kingdom","Industrial Production","Index","Monthly","1963-M01","48.6024084154753","Units"
"United Kingdom","Industrial Production","Index","Monthly","1963-M02","52.10779104876087","Units"
"United Kingdom","Industrial Production","Index","Monthly","1963-M03","53.86048236540365","Units"
"United Kingdom","Industrial Production","Index","Monthly","1963-M04","49.91924527771486","Units"
"United Kingdom","Industrial Production","Index","Monthly","1963-M05","53.42462791100043","Units"
"United Kingdom","Industrial Production","Index","Monthly","1963-M06","52.10779104876087","Units"
"United Kingdom","Industrial Production","Index","Monthly","1963-M07","48.16655396107207","Units"
"United Kingdom","Industrial Production","Index","Monthly","1963-M08","44.66117132778651","Units"
"United Kingdom","Industrial Production","Index","Monthly","1963-M09","54.73219127421011","Units"
"United Kingdom","Industrial Production","Index","Monthly","1963-M10","55.61317368204643","Units"
"United Kingdom","Industrial Production","Index","Monthly","1963-M11","57.36586499868921","Units"
"United Kingdom","Industrial Production","Index","Monthly","1963-M12","52.97949995756734","Units"
"United Kingdom","Industrial Production","Index","Monthly","1964-M01","54.29633681980689","Units"
"United Kingdom","Industrial Production","Index","Monthly","1964-M02","57.36586499868922","Units"
"United Kingdom","Industrial Production","Index","Monthly","1964-M03","56.04902813644965","Units"
"United Kingdom","Industrial Production","Index","Monthly","1964-M04","56.92073704525612","Units"
"United Kingdom","Industrial Production","Index","Monthly","1964-M05","55.61317368204642","Units"
"United Kingdom","Industrial Production","Index","Monthly","1964-M06","57.80171945309244","Units"
"United Kingdom","Industrial Production","Index","Monthly","1964-M07","49.91924527771485","Units"
"United Kingdom","Industrial Production","Index","Monthly","1964-M08","48.16655396107207","Units"
"United Kingdom","Industrial Production","Index","Monthly","1964-M09","56.92073704525614","Units"
"United Kingdom","Industrial Production","Index","Monthly","1964-M10","58.67342836189892","Units"
"United Kingdom","Industrial Production","Index","Monthly","1964-M11","59.99026522413847","Units"
"United Kingdom","Industrial Production","Index","Monthly","1964-M12","56.48488259085288","Units"
"United Kingdom","Industrial Production","Index","Monthly","1965-M01","57.80171945309242","Units"
"United Kingdom","Industrial Production","Index","Monthly","1965-M02","59.99026522413844","Units"
"United Kingdom","Industrial Production","Index","Monthly","1965-M03","59.99026522413844","Units"
"United Kingdom","Industrial Production","Index","Monthly","1965-M04","56.04902813644966","Units"
"United Kingdom","Industrial Production","Index","Monthly","1965-M05","59.55441076973524","Units"
"United Kingdom","Industrial Production","Index","Monthly","1965-M06","56.92073704525611","Units"
"United Kingdom","Industrial Production","Index","Monthly","1965-M07","51.23608213995438","Units"
"United Kingdom","Industrial Production","Index","Monthly","1965-M08","49.48339082331158","Units"
"United Kingdom","Industrial Production","Index","Monthly","1965-M09","57.80171945309239","Units"
"United Kingdom","Industrial Production","Index","Monthly","1965-M10","60.42611967854164","Units"
"United Kingdom","Industrial Production","Index","Monthly","1965-M11","61.30710208637796","Units"
"United Kingdom","Industrial Production","Index","Monthly","1965-M12","57.80171945309237","Units"
"United Kingdom","Industrial Production","Index","Monthly","1966-M01","58.2375739074956","Units"
"United Kingdom","Industrial Production","Index","Monthly","1966-M02","60.86197413294485","Units"
"United Kingdom","Industrial Production","Index","Monthly","1966-M03","63.05051990399086","Units"
"United Kingdom","Industrial Production","Index","Monthly","1966-M04","57.80171945309237","Units"
"United Kingdom","Industrial Production","Index","Monthly","1966-M05","59.10928281630207","Units"
"United Kingdom","Industrial Production","Index","Monthly","1966-M06","59.10928281630207","Units"
"United Kingdom","Industrial Production","Index","Monthly","1966-M07","53.42462791100033","Units"
"United Kingdom","Industrial Production","Index","Monthly","1966-M08","50.35509973211798","Units"
"United Kingdom","Industrial Production","Index","Monthly","1966-M09","58.23757390749556","Units"
"United Kingdom","Industrial Production","Index","Monthly","1966-M10","59.55441076973511","Units"
"United Kingdom","Industrial Production","Index","Monthly","1966-M11","59.99026522413834","Units"
"United Kingdom","Industrial Production","Index","Monthly","1966-M12","56.92073704525603","Units"
"United Kingdom","Industrial Production","Index","Monthly","1967-M01","56.92073704525603","Units"
"United Kingdom","Industrial Production","Index","Monthly","1967-M02","59.99026522413836","Units"
"United Kingdom","Industrial Production","Index","Monthly","1967-M03","58.67342836189879","Units"
"United Kingdom","Industrial Production","Index","Monthly","1967-M04","59.55441076973511","Units"
"United Kingdom","Industrial Production","Index","Monthly","1967-M05","57.80171945309232","Units"
"United Kingdom","Industrial Production","Index","Monthly","1967-M06","58.67342836189878","Units"
"United Kingdom","Industrial Production","Index","Monthly","1967-M07","52.54364550316396","Units"
"United Kingdom","Industrial Production","Index","Monthly","1967-M08","48.60240841547517","Units"
"United Kingdom","Industrial Production","Index","Monthly","1967-M09","57.8017194530923","Units"
"United Kingdom","Industrial Production","Index","Monthly","1967-M10","59.99026522413831","Units"
"United Kingdom","Industrial Production","Index","Monthly","1967-M11","61.74295654078109","Units"
"United Kingdom","Industrial Production","Index","Monthly","1967-M12","59.55441076973507","Units"
"United Kingdom","Industrial Production","Index","Monthly","1968-M01","58.23757390749551","Units"
"United Kingdom","Industrial Production","Index","Monthly","1968-M02","62.22517849033358","Units"
"United Kingdom","Industrial Production","Index","Monthly","1968-M03","64.17261328660334","Units"
"United Kingdom","Industrial Production","Index","Monthly","1968-M04","58.88671883958544","Units"
"United Kingdom","Industrial Production","Index","Monthly","1968-M05","62.41064847093071","Units"
"United Kingdom","Industrial Production","Index","Monthly","1968-M06","60.3704786843624","Units"
"United Kingdom","Industrial Production","Index","Monthly","1968-M07","54.99184924704592","Units"
"United Kingdom","Industrial Production","Index","Monthly","1968-M08","54.15723433435886","Units"
"United Kingdom","Industrial Production","Index","Monthly","1968-M09","61.20509359704939","Units"
"United Kingdom","Industrial Production","Index","Monthly","1968-M10","63.15252839331914","Units"
"United Kingdom","Industrial Production","Index","Monthly","1968-M11","65.28543317018601","Units"
"United Kingdom","Industrial Production","Index","Monthly","1968-M12","61.6687685485422","Units"
"United Kingdom","Industrial Production","Index","Monthly","1969-M01","61.6687685485422","Units"
"United Kingdom","Industrial Production","Index","Monthly","1969-M02","64.63628823809612","Units"
"United Kingdom","Industrial Production","Index","Monthly","1969-M03","66.3055180634702","Units"
"United Kingdom","Industrial Production","Index","Monthly","1969-M04","61.85423852913935","Units"
"United Kingdom","Industrial Production","Index","Monthly","1969-M05","63.52346835451343","Units"
"United Kingdom","Industrial Production","Index","Monthly","1969-M06","64.35808326720047","Units"
"United Kingdom","Industrial Production","Index","Monthly","1969-M07","57.03201903361422","Units"
"United Kingdom","Industrial Production","Index","Monthly","1969-M08","55.17731922764305","Units"
"United Kingdom","Industrial Production","Index","Monthly","1969-M09","62.68885344182638","Units"
"United Kingdom","Industrial Production","Index","Monthly","1969-M10","63.8016733254091","Units"
"United Kingdom","Industrial Production","Index","Monthly","1969-M11","67.0473979858587","Units"
"United Kingdom","Industrial Production","Index","Monthly","1969-M12","63.33799837391628","Units"
"United Kingdom","Industrial Production","Index","Monthly","1970-M01","62.03970850973646","Units"
"United Kingdom","Industrial Production","Index","Monthly","1970-M02","65.93457810227597","Units"
"United Kingdom","Industrial Production","Index","Monthly","1970-M03","65.19269817988749","Units"
"United Kingdom","Industrial Production","Index","Monthly","1970-M04","64.82175821869325","Units"
"United Kingdom","Industrial Production","Index","Monthly","1970-M05","62.87432342242347","Units"
"United Kingdom","Industrial Production","Index","Monthly","1970-M06","63.52346835451339","Units"
"United Kingdom","Industrial Production","Index","Monthly","1970-M07","56.66107907241997","Units"
"United Kingdom","Industrial Production","Index","Monthly","1970-M08","54.52817429555312","Units"
"United Kingdom","Industrial Production","Index","Monthly","1970-M09","63.52346835451341","Units"
"United Kingdom","Industrial Production","Index","Monthly","1970-M10","66.30551806347021","Units"
"United Kingdom","Industrial Production","Index","Monthly","1970-M11","67.14013297615724","Units"
"United Kingdom","Industrial Production","Index","Monthly","1970-M12","62.87432342242347","Units"
"United Kingdom","Industrial Production","Index","Monthly","1971-M01","63.70893833511051","Units"
"United Kingdom","Industrial Production","Index","Monthly","1971-M02","65.28543317018603","Units"
"United Kingdom","Industrial Production","Index","Monthly","1971-M03","66.30551806347019","Units"
"United Kingdom","Industrial Production","Index","Monthly","1971-M04","61.6687685485422","Units"
"United Kingdom","Industrial Production","Index","Monthly","1971-M05","63.9871433060062","Units"
"United Kingdom","Industrial Production","Index","Monthly","1971-M06","62.87432342242347","Units"
"United Kingdom","Industrial Production","Index","Monthly","1971-M07","55.91919915003151","Units"
"United Kingdom","Industrial Production","Index","Monthly","1971-M08","54.15723433435891","Units"
"United Kingdom","Industrial Production","Index","Monthly","1971-M09","62.96705841272209","Units"
"United Kingdom","Industrial Production","Index","Monthly","1971-M10","65.09996318958897","Units"
"United Kingdom","Industrial Production","Index","Monthly","1971-M11","66.95466299556017","Units"
"United Kingdom","Industrial Production","Index","Monthly","1971-M12","62.22517849033361","Units"
"United Kingdom","Industrial Production","Index","Monthly","1972-M01","61.20509359704944","Units"
"United Kingdom","Industrial Production","Index","Monthly","1972-M02","58.60851386868979","Units"
"United Kingdom","Industrial Production","Index","Monthly","1972-M03","64.82175821869329","Units"
"United Kingdom","Industrial Production","Index","Monthly","1972-M04","63.24526338361776","Units"
"United Kingdom","Industrial Production","Index","Monthly","1972-M05","64.45081825749904","Units"
"United Kingdom","Industrial Production","Index","Monthly","1972-M06","64.82175821869328","Units"
"United Kingdom","Industrial Production","Index","Monthly","1972-M07","57.1247540239128","Units"
"United Kingdom","Industrial Production","Index","Monthly","1972-M08","55.5482591888373","Units"
"United Kingdom","Industrial Production","Index","Monthly","1972-M09","66.30551806347023","Units"
"United Kingdom","Industrial Production","Index","Monthly","1972-M10","69.45850773362125","Units"
"United Kingdom","Industrial Production","Index","Monthly","1972-M11","72.05508746198092","Units"
"United Kingdom","Industrial Production","Index","Monthly","1972-M12","66.9546629955601","Units"
"United Kingdom","Industrial Production","Index","Monthly","1973-M01","68.71662781123273","Units"
"United Kingdom","Industrial Production","Index","Monthly","1973-M02","72.42602742317512","Units"
"United Kingdom","Industrial Production","Index","Monthly","1973-M03","75.11534214183336","Units"
"United Kingdom","Industrial Production","Index","Monthly","1973-M04","67.41833794705288","Units"
"United Kingdom","Industrial Production","Index","Monthly","1973-M05","68.9948327821284","Units"
"United Kingdom","Industrial Production","Index","Monthly","1973-M06","71.03500256869672","Units"
"United Kingdom","Industrial Production","Index","Monthly","1973-M07","62.78158843212488","Units"
"United Kingdom","Industrial Production","Index","Monthly","1973-M08","60.18500870376518","Units"
"United Kingdom","Industrial Production","Index","Monthly","1973-M09","70.66406260750241","Units"
"United Kingdom","Industrial Production","Index","Monthly","1973-M10","74.00252225825056","Units"
"United Kingdom","Industrial Production","Index","Monthly","1973-M11","75.39354711272895","Units"
"United Kingdom","Industrial Production","Index","Monthly","1973-M12","66.58372303436581","Units"
"United Kingdom","Industrial Production","Index","Monthly","1974-M01","62.78158843212484","Units"
"United Kingdom","Industrial Production","Index","Monthly","1974-M02","67.41833794705282","Units"
"United Kingdom","Industrial Production","Index","Monthly","1974-M03","71.68414750078656","Units"
"United Kingdom","Industrial Production","Index","Monthly","1974-M04","68.16021786944129","Units"
"United Kingdom","Industrial Production","Index","Monthly","1974-M05","70.57132761720383","Units"
"United Kingdom","Industrial Production","Index","Monthly","1974-M06","71.31320753959231","Units"
"United Kingdom","Industrial Production","Index","Monthly","1974-M07","63.52346835451333","Units"
"United Kingdom","Industrial Production","Index","Monthly","1974-M08","60.83415363585508","Units"
"United Kingdom","Industrial Production","Index","Monthly","1974-M09","70.29312264630815","Units"
"United Kingdom","Industrial Production","Index","Monthly","1974-M10","71.68414750078654","Units"
"United Kingdom","Industrial Production","Index","Monthly","1974-M11","73.63158229705629","Units"
"United Kingdom","Industrial Production","Index","Monthly","1974-M12","64.82175821869311","Units"
"United Kingdom","Industrial Production","Index","Monthly","1975-M01","66.6764580246643","Units"
"United Kingdom","Industrial Production","Index","Monthly","1975-M02","71.31320753959227","Units"
"United Kingdom","Industrial Production","Index","Monthly","1975-M03","68.80936280153117","Units"
"United Kingdom","Industrial Production","Index","Monthly","1975-M04","65.19269817988732","Units"
"United Kingdom","Industrial Production","Index","Monthly","1975-M05","63.15252839331904","Units"
"United Kingdom","Industrial Production","Index","Monthly","1975-M06","63.43073336421472","Units"
"United Kingdom","Industrial Production","Index","Monthly","1975-M07","56.66107907241985","Units"
"United Kingdom","Industrial Production","Index","Monthly","1975-M08","52.95167946047748","Units"
"United Kingdom","Industrial Production","Index","Monthly","1975-M09","64.17261328660319","Units"
"United Kingdom","Industrial Production","Index","Monthly","1975-M10","67.97474788884414","Units"
"United Kingdom","Industrial Production","Index","Monthly","1975-M11","69.82944769481533","Units"
"United Kingdom","Industrial Production","Index","Monthly","1975-M12","62.50338346122911","Units"
"United Kingdom","Industrial Production","Index","Monthly","1976-M01","63.4307333642147","Units"
"United Kingdom","Industrial Production","Index","Monthly","1976-M02","69.36577274332251","Units"
"United Kingdom","Industrial Production","Index","Monthly","1976-M03","71.03500256869659","Units"
"United Kingdom","Industrial Production","Index","Monthly","1976-M04","64.636288238096","Units"
"United Kingdom","Industrial Production","Index","Monthly","1976-M05","67.69654291794847","Units"
"United Kingdom","Industrial Production","Index","Monthly","1976-M06","64.26534827690179","Units"
"United Kingdom","Industrial Production","Index","Monthly","1976-M07","59.53586377167522","Units"
"United Kingdom","Industrial Production","Index","Monthly","1976-M08","55.9191991500314","Units"
"United Kingdom","Industrial Production","Index","Monthly","1976-M09","67.41833794705279","Units"
"United Kingdom","Industrial Production","Index","Monthly","1976-M10","72.14782245227933","Units"
"United Kingdom","Industrial Production","Index","Monthly","1976-M11","74.46619720974332","Units"
"United Kingdom","Industrial Production","Index","Monthly","1976-M12","67.78927790824701","Units"
"United Kingdom","Industrial Production","Index","Monthly","1977-M01","69.55124272391963","Units"
"United Kingdom","Industrial Production","Index","Monthly","1977-M02","74.83713717093752","Units"
"United Kingdom","Industrial Production","Index","Monthly","1977-M03","76.41363200601303","Units"
"United Kingdom","Industrial Production","Index","Monthly","1977-M04","68.71662781123256","Units"
"United Kingdom","Industrial Production","Index","Monthly","1977-M05","72.70423239407062","Units"
"United Kingdom","Industrial Production","Index","Monthly","1977-M06","66.39825305376858","Units"
"United Kingdom","Industrial Production","Index","Monthly","1977-M07","62.78158843212478","Units"
"United Kingdom","Industrial Production","Index","Monthly","1977-M08","59.53586377167521","Units"
"United Kingdom","Industrial Production","Index","Monthly","1977-M09","70.5713276172038","Units"
"United Kingdom","Industrial Production","Index","Monthly","1977-M10","73.53884730675771","Units"
"United Kingdom","Industrial Production","Index","Monthly","1977-M11","74.9298721612361","Units"
"United Kingdom","Industrial Production","Index","Monthly","1977-M12","68.9948327821283","Units"
"United Kingdom","Industrial Production","Index","Monthly","1978-M01","70.01491767541245","Units"
"United Kingdom","Industrial Production","Index","Monthly","1978-M02","75.39354711272891","Units"
"United Kingdom","Industrial Production","Index","Monthly","1978-M03","73.16790734556351","Units"
"United Kingdom","Industrial Production","Index","Monthly","1978-M04","75.02260715153471","Units"
"United Kingdom","Industrial Production","Index","Monthly","1978-M05","69.55124272391967","Units"
"United Kingdom","Industrial Production","Index","Monthly","1978-M06","71.96235247168222","Units"
"United Kingdom","Industrial Production","Index","Monthly","1978-M07","66.76919301496287","Units"
"United Kingdom","Industrial Production","Index","Monthly","1978-M08","63.2452633836176","Units"
"United Kingdom","Industrial Production","Index","Monthly","1978-M09","74.4661972097433","Units"
"United Kingdom","Industrial Production","Index","Monthly","1978-M10","74.55893220004186","Units"
"United Kingdom","Industrial Production","Index","Monthly","1978-M11","77.24824691870008","Units"
"United Kingdom","Industrial Production","Index","Monthly","1978-M12","71.40594252989082","Units"
"United Kingdom","Industrial Production","Index","Monthly","1979-M01","66.30551806347004","Units"
"United Kingdom","Industrial Production","Index","Monthly","1979-M02","78.36106680228277","Units"
"United Kingdom","Industrial Production","Index","Monthly","1979-M03","81.32858649183667","Units"
"United Kingdom","Industrial Production","Index","Monthly","1979-M04","72.51876241347354","Units"
"United Kingdom","Industrial Production","Index","Monthly","1979-M05","73.35337732616058","Units"
"United Kingdom","Industrial Production","Index","Monthly","1979-M06","77.80465686049143","Units"
"United Kingdom","Industrial Production","Index","Monthly","1979-M07","69.55124272391961","Units"
"United Kingdom","Industrial Production","Index","Monthly","1979-M08","62.87432342242331","Units"
"United Kingdom","Industrial Production","Index","Monthly","1979-M09","73.35337732616054","Units"
"United Kingdom","Industrial Production","Index","Monthly","1979-M10","75.39354711272884","Units"
"United Kingdom","Industrial Production","Index","Monthly","1979-M11","79.47388668586545","Units"
"United Kingdom","Industrial Production","Index","Monthly","1979-M12","70.94226757839797","Units"
"United Kingdom","Industrial Production","Index","Monthly","1980-M01","71.96235247168213","Units"
"United Kingdom","Industrial Production","Index","Monthly","1980-M02","76.32089701571442","Units"
"United Kingdom","Industrial Production","Index","Monthly","1980-M03","76.97004194780433","Units"
"United Kingdom","Industrial Production","Index","Monthly","1980-M04","67.41833794705271","Units"
"United Kingdom","Industrial Production","Index","Monthly","1980-M05","66.86192800526133","Units"
"United Kingdom","Industrial Production","Index","Monthly","1980-M06","70.01491767541235","Units"
"United Kingdom","Industrial Production","Index","Monthly","1980-M07","62.87432342242329","Units"
"United Kingdom","Industrial Production","Index","Monthly","1980-M08","58.23757390749534","Units"
"United Kingdom","Industrial Production","Index","Monthly","1980-M09","66.67645802466426","Units"
"United Kingdom","Industrial Production","Index","Monthly","1980-M10","68.71662781123256","Units"
"United Kingdom","Industrial Production","Index","Monthly","1980-M11","71.12773755899511","Units"
"United Kingdom","Industrial Production","Index","Monthly","1980-M12","62.87432342242333","Units"
"United Kingdom","Industrial Production","Index","Monthly","1981-M01","63.43073336421468","Units"
"United Kingdom","Industrial Production","Index","Monthly","1981-M02","69.82944769481529","Units"
"United Kingdom","Industrial Production","Index","Monthly","1981-M03","70.57132761720377","Units"
"United Kingdom","Industrial Production","Index","Monthly","1981-M04","63.80167332540891","Units"
"United Kingdom","Industrial Production","Index","Monthly","1981-M05","62.59611845152766","Units"
"United Kingdom","Industrial Production","Index","Monthly","1981-M06","66.76919301496283","Units"
"United Kingdom","Industrial Production","Index","Monthly","1981-M07","61.01962361645214","Units"
"United Kingdom","Industrial Production","Index","Monthly","1981-M08","57.40295899480831","Units"
"United Kingdom","Industrial Production","Index","Monthly","1981-M09","66.67645802466426","Units"
"United Kingdom","Industrial Production","Index","Monthly","1981-M10","70.29312264630807","Units"
"United Kingdom","Industrial Production","Index","Monthly","1981-M11","71.49867752018934","Units"
"United Kingdom","Industrial Production","Index","Monthly","1981-M12","62.78158843212475","Units"
"United Kingdom","Industrial Production","Index","Monthly","1982-M01","64.07987829630459","Units"
"United Kingdom","Industrial Production","Index","Monthly","1982-M02","70.47859262690519","Units"
"United Kingdom","Industrial Production","Index","Monthly","1982-M03","71.12773755899511","Units"
"United Kingdom","Industrial Production","Index","Monthly","1982-M04","64.35808326720028","Units"
"United Kingdom","Industrial Production","Index","Monthly","1982-M05","65.19269817988732","Units"
"United Kingdom","Industrial Production","Index","Monthly","1982-M06","65.37816816048444","Units"
"United Kingdom","Industrial Production","Index","Monthly","1982-M07","60.834153635855","Units"
"United Kingdom","Industrial Production","Index","Monthly","1982-M08","57.58842897540539","Units"
"United Kingdom","Industrial Production","Index","Monthly","1982-M09","66.67645802466421","Units"
"United Kingdom","Industrial Production","Index","Monthly","1982-M10","69.36577274332243","Units"
"United Kingdom","Industrial Production","Index","Monthly","1982-M11","70.01491767541234","Units"
"United Kingdom","Industrial Production","Index","Monthly","1982-M12","63.52346835451317","Units"
"United Kingdom","Industrial Production","Index","Monthly","1983-M01","64.821758218693","Units"
"United Kingdom","Industrial Production","Index","Monthly","1983-M02","72.14782245227919","Units"
